yob,gender,province_territory,hh_income,vote_for
1971,Woman,Nova Scotia,55000,Liberal Party
1987,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,60000,Green Party
1978,Man,Ontario,89000,Conservative Party
1974,Woman,Newfoundland and Labrador,180000,Liberal Party
1954,Man,Saskatchewan,125000,Conservative Party
1994,Woman,Alberta,79000,Liberal Party
1951,Man,Nova Scotia,110000,Liberal Party
1950,Woman,Quebec,80000,Bloc Québécois
1993,Man,Ontario,55000,Liberal Party
1954,Woman,Manitoba,100000,Liberal Party
1990,Woman,Ontario,64000,Liberal Party
1945,Man,Ontario,100000,Conservative Party
1973,Woman,Alberta,400000,Liberal Party
1985,Woman,Alberta,100000,Conservative Party
1974,Woman,Alberta,89000,Conservative Party
1971,Man,Quebec,58000,Liberal Party
1953,Woman,Alberta,21000,ndp
1969,Man,Quebec,53000,Liberal Party
1977,Man,Quebec,47000,Green Party
1981,Woman,Ontario,110000,ndp
1970,Woman,Ontario,257000,Conservative Party
1963,Man,Alberta,120000,Conservative Party
1946,Man,Ontario,91000,Liberal Party
1987,Woman,Newfoundland and Labrador,144000,Conservative Party
1958,Man,British Columbia,154000,Conservative Party
1958,Man,Saskatchewan,170000,Conservative Party
1980,Man,Ontario,200000,ndp
1948,Woman,British Columbia,51000,ndp
2000,Woman,Ontario,71000,Liberal Party
1940,Man,Ontario,50000,Conservative Party
1973,Woman,Alberta,150,Conservative Party
1957,Woman,Manitoba,95000,Liberal Party
1960,Man,Ontario,199000,Liberal Party
1944,Man,Alberta,120000,Conservative Party
1976,Woman,British Columbia,67000,Liberal Party
1948,Man,British Columbia,80000,Green Party
1975,Man,Ontario,170000,Liberal Party
1955,Man,Quebec,100000,Liberal Party
1977,Woman,Manitoba,54000,Conservative Party
1984,Man,Saskatchewan,70000,Conservative Party
1953,Man,British Columbia,150000,Liberal Party
1984,Man,Ontario,150000,Liberal Party
1955,Woman,British Columbia,55000,ndp
1980,Man,Ontario,99000,Conservative Party
1953,Woman,Saskatchewan,1000000,ndp
1974,Man,Ontario,190000,Liberal Party
1953,Woman,Ontario,45000,Liberal Party
1966,Woman,Ontario,6000,Conservative Party
1985,Woman,Ontario,50000,People's Party
1949,Woman,Ontario,100000,Conservative Party
1945,Man,Manitoba,70000,Green Party
1959,Woman,Quebec,20000,ndp
1965,Man,British Columbia,12000,Conservative Party
1953,Woman,Quebec,130000,Conservative Party
1959,Man,Ontario,14000,Conservative Party
1970,Man,Alberta,200000,Liberal Party
1945,Man,Ontario,160000,Liberal Party
1953,Woman,Ontario,60000,Liberal Party
1974,Woman,Ontario,125000,Liberal Party
1959,Man,Ontario,150000,Green Party
1945,Man,British Columbia,90000,Conservative Party
1992,Woman,Alberta,710984,Green Party
1958,Man,Nova Scotia,150000,ndp
1974,Woman,Quebec,53000,ndp
1992,Woman,Quebec,50000,Liberal Party
1978,Woman,Alberta,106000,Conservative Party
1981,Man,British Columbia,95000,People's Party
1975,Man,Ontario,170000,Conservative Party
1963,Man,British Columbia,70000,Green Party
1952,Man,Saskatchewan,70000,Conservative Party
1976,Man,Alberta,80000,Conservative Party
1985,Man,British Columbia,72000,Conservative Party
1962,Man,Ontario,21000,Green Party
1970,Man,Ontario,115000,Liberal Party
1994,Woman,British Columbia,42000,Conservative Party
1955,Man,Ontario,68225,Liberal Party
1978,Woman,Saskatchewan,51000,Conservative Party
1944,Man,Ontario,60000,Conservative Party
1998,Woman,Quebec,15000,Green Party
1987,Woman,British Columbia,150000,Conservative Party
1956,Man,British Columbia,65000,Liberal Party
1958,Man,Quebec,85000,Liberal Party
1962,Woman,Newfoundland and Labrador,50000,Liberal Party
1963,Man,Alberta,150000,Conservative Party
1959,Man,Ontario,300000,Liberal Party
1963,Man,Ontario,70000,Liberal Party
1973,Man,Quebec,135766,Conservative Party
1994,Woman,Ontario,24000,ndp
1962,Man,Alberta,110000,Conservative Party
1947,Man,Ontario,42000,Conservative Party
1968,Man,Quebec,75000,Liberal Party
1948,Man,Ontario,65000,Conservative Party
1952,Man,Alberta,60000,Conservative Party
1992,Man,Ontario,50000,Conservative Party
1977,Man,Quebec,80000,Liberal Party
1948,Man,Ontario,70000,Liberal Party
1952,Woman,Ontario,149000,Liberal Party
1973,Woman,Alberta,62000,Conservative Party
1947,Woman,Ontario,20000,Liberal Party
1956,Man,New Brunswick,80000,Liberal Party
1974,Man,Ontario,170000,Conservative Party
1969,Man,Ontario,68000,Liberal Party
1967,Man,Ontario,35000,Conservative Party
1990,Woman,Quebec,100000,Liberal Party
1979,Woman,Saskatchewan,79000,ndp
1952,Man,Ontario,73000,Conservative Party
1966,Man,Ontario,144000,Conservative Party
1979,Woman,New Brunswick,13500,Green Party
1990,Woman,Ontario,150000,Conservative Party
1972,Man,Ontario,20000,Conservative Party
1950,Man,Ontario,75000,Liberal Party
1941,Man,British Columbia,124709,Conservative Party
1940,Man,British Columbia,80000,Green Party
1967,Man,Alberta,80000,Conservative Party
1954,Man,British Columbia,52000,Liberal Party
1989,Woman,Ontario,110000,Conservative Party
1988,Woman,Ontario,90000,Conservative Party
1985,Woman,Newfoundland and Labrador,30000,Another party (please specify)
1981,Woman,Ontario,34000,Liberal Party
1998,Man,Ontario,81000,Liberal Party
1957,Man,British Columbia,70000,Green Party
1981,Woman,Saskatchewan,120000,Conservative Party
1975,Woman,Manitoba,99000,Conservative Party
1970,Man,Saskatchewan,75000,Liberal Party
1947,Woman,Quebec,16000,Liberal Party
1994,Woman,Quebec,34000,Liberal Party
1980,Man,Ontario,76000,Liberal Party
1981,Woman,Ontario,125000,ndp
1981,Man,Alberta,212000,Conservative Party
1996,Woman,Manitoba,20000,ndp
1972,Woman,Manitoba,140000,Liberal Party
1995,Woman,Alberta,10000,Conservative Party
1968,Man,Ontario,120000,Conservative Party
1994,Woman,Ontario,7000,ndp
1970,Woman,Manitoba,114000,Conservative Party
1997,Woman,Ontario,110000,Liberal Party
1967,Woman,Ontario,30000,Liberal Party
1987,Man,British Columbia,80000,Conservative Party
1971,Woman,Manitoba,75000,Liberal Party
1975,Man,British Columbia,79000,Green Party
1956,Woman,Quebec,95000,Liberal Party
1993,Man,British Columbia,40000,ndp
1998,Woman,Alberta,10000,Conservative Party
1954,Woman,Nova Scotia,23000,ndp
1941,Man,Alberta,50000,Conservative Party
1960,Man,Ontario,150100,Green Party
1981,Woman,British Columbia,130000,Conservative Party
1969,Woman,Quebec,46000,Conservative Party
1974,Man,British Columbia,41363,Conservative Party
1942,Man,Quebec,66000,Liberal Party
1973,Woman,Quebec,89000,Conservative Party
1981,Woman,Newfoundland and Labrador,148000,Liberal Party
1989,Man,Ontario,67000,Conservative Party
1960,Man,British Columbia,22000,ndp
1977,Man,New Brunswick,25000,Liberal Party
1959,Man,Ontario,85000,ndp
1979,Woman,New Brunswick,67000,Liberal Party
1967,Woman,Ontario,145000,ndp
1990,Man,Ontario,70000,Liberal Party
1980,Woman,Manitoba,85000,ndp
1951,Man,Ontario,160000,Conservative Party
1950,Man,Ontario,52000,Conservative Party
1953,Woman,Ontario,180000,Liberal Party
1989,Man,Ontario,150000,Liberal Party
1963,Man,Quebec,200000,Conservative Party
2001,Man,Newfoundland and Labrador,25000,Liberal Party
1961,Woman,Quebec,49000,Liberal Party
1945,Man,British Columbia,71000,Conservative Party
1981,Woman,Quebec,890000,Liberal Party
1976,Woman,Quebec,98000,Bloc Québécois
1959,Woman,Quebec,80000,ndp
1944,Man,Manitoba,45001,Conservative Party
1984,Man,Ontario,77000,Conservative Party
1987,Woman,Ontario,55000,Liberal Party
1944,Woman,British Columbia,42000,ndp
1960,Man,Ontario,80000,Liberal Party
1982,Woman,Ontario,95000,Liberal Party
1951,Man,Ontario,72000,Conservative Party
1948,Woman,Ontario,12000,Conservative Party
1944,Man,Ontario,75000,Conservative Party
1978,Woman,British Columbia,125000,Liberal Party
1974,Woman,Quebec,64000,ndp
1950,Woman,Quebec,65000,Conservative Party
1977,Woman,Quebec,90000,Liberal Party
1997,Woman,Ontario,70000,Liberal Party
1996,Woman,Ontario,100,Conservative Party
1980,Woman,Ontario,130000,Liberal Party
1968,Woman,British Columbia,65000,ndp
1961,Woman,Ontario,70000,Liberal Party
1994,Woman,Ontario,82000,ndp
1971,Man,British Columbia,95000,ndp
1986,Woman,Nova Scotia,3500,People's Party
1974,Woman,Quebec,258000,ndp
1984,Woman,Alberta,99950,ndp
1986,Man,British Columbia,15000,ndp
1933,Man,Ontario,35000,Green Party
1990,Woman,Alberta,80000,Conservative Party
1964,Woman,Quebec,55000,Bloc Québécois
1996,Man,Ontario,14000,Liberal Party
1974,Man,Manitoba,85000,Conservative Party
1965,Man,Ontario,120000,Conservative Party
1975,Woman,Quebec,54000,People's Party
1997,Woman,Saskatchewan,28000,Conservative Party
1996,Woman,British Columbia,150000,Liberal Party
1971,Woman,British Columbia,120000,Conservative Party
2001,Woman,Ontario,10000,Green Party
1974,Man,Ontario,79000,Conservative Party
1980,Woman,Saskatchewan,52000,Conservative Party
1953,Man,Quebec,30000,Bloc Québécois
1953,Man,Ontario,88000,Green Party
1985,Woman,Ontario,84000,Liberal Party
1976,Woman,Saskatchewan,32000,ndp
1975,Woman,Ontario,94000,Conservative Party
1949,Woman,Ontario,90000,Liberal Party
1959,Woman,Ontario,43000,Liberal Party
1964,Man,Saskatchewan,42000,ndp
1994,Man,Alberta,40000,Conservative Party
1960,Woman,New Brunswick,16000,Liberal Party
1967,Woman,Manitoba,100000,ndp
1978,Woman,British Columbia,110000,Conservative Party
2000,Woman,Ontario,48000,ndp
1983,Man,Alberta,85000,Conservative Party
1987,Man,Ontario,87000,Liberal Party
1961,Woman,Ontario,250000,Liberal Party
1961,Man,Quebec,120000,Green Party
1954,Man,Alberta,79000,Liberal Party
1966,Woman,Quebec,35000,Liberal Party
1958,Man,Ontario,250000,Conservative Party
1970,Man,Ontario,155000,Conservative Party
1982,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,135000,ndp
1948,Man,Ontario,75000,Conservative Party
1973,Man,British Columbia,99000,Green Party
1989,Woman,Quebec,77000,Bloc Québécois
1993,Woman,Nova Scotia,52000,Liberal Party
1980,Woman,British Columbia,150000,Conservative Party
1952,Man,Saskatchewan,125000,Conservative Party
1984,Woman,Alberta,110000,Conservative Party
1989,Woman,Ontario,123000,Liberal Party
1947,Man,British Columbia,65000,Liberal Party
1965,Man,Manitoba,110000,Liberal Party
1966,Woman,Alberta,38000,Conservative Party
1964,Man,Ontario,190000,Conservative Party
1947,Man,Quebec,55000,Liberal Party
1989,Man,Ontario,78000,Liberal Party
1996,Woman,Alberta,102999,ndp
1981,Man,Nova Scotia,75000,Liberal Party
1979,Woman,Quebec,50000,Liberal Party
1934,Man,British Columbia,48000,Conservative Party
1986,Man,Ontario,65000,Liberal Party
1978,Woman,Saskatchewan,62000,ndp
1993,Woman,Ontario,100000,Conservative Party
1920,Woman,Saskatchewan,145000,Conservative Party
1953,Woman,British Columbia,124000,Conservative Party
1958,Man,Quebec,25000,Liberal Party
2000,Woman,Alberta,400000,Conservative Party
1972,Man,Ontario,60000,ndp
1993,Woman,British Columbia,20000,Conservative Party
1976,Woman,Ontario,46000,Conservative Party
1961,Man,Ontario,80000,ndp
1972,Woman,Quebec,150000,Liberal Party
1968,Man,Alberta,120000,Conservative Party
1955,Woman,Ontario,70000,Conservative Party
1975,Man,Saskatchewan,15000,Conservative Party
1968,Woman,British Columbia,70000,ndp
1925,Woman,Alberta,38000,Liberal Party
1969,Man,Ontario,75000,Conservative Party
1979,Man,Alberta,128000,Conservative Party
1979,Woman,Manitoba,35000,ndp
1941,Man,Ontario,75000,Conservative Party
1973,Man,British Columbia,75600,Liberal Party
1947,Man,British Columbia,120000,Liberal Party
1988,Man,Quebec,99999,Liberal Party
1981,Woman,Ontario,70000,Green Party
1976,Woman,Ontario,150000,Green Party
1950,Woman,British Columbia,64000,Conservative Party
1984,Woman,Ontario,175000,Liberal Party
1959,Woman,Ontario,128000,Green Party
1988,Woman,British Columbia,113000,ndp
1961,Man,Quebec,90000,Bloc Québécois
1957,Woman,Ontario,85000,Conservative Party
1977,Woman,Ontario,65000,Liberal Party
1993,Woman,Ontario,45000,ndp
1982,Man,Ontario,66000,Green Party
1960,Woman,Manitoba,22000,ndp
1982,Man,Ontario,80000,Liberal Party
1987,Woman,Ontario,50000,Green Party
1992,Man,British Columbia,66000,Conservative Party
1947,Woman,Ontario,33000,Conservative Party
1972,Woman,Manitoba,75000,Liberal Party
1939,Woman,Quebec,85000,Liberal Party
1979,Woman,Alberta,290000,Liberal Party
1979,Man,Quebec,125000,ndp
1974,Woman,New Brunswick,49000,Liberal Party
1999,Man,Ontario,75000,ndp
1970,Woman,Quebec,85000,Liberal Party
1965,Man,Nova Scotia,75000,Liberal Party
1990,Man,Ontario,75000,ndp
1987,Woman,New Brunswick,400000,Conservative Party
1950,Man,British Columbia,180000,Liberal Party
1990,Man,Quebec,22000,Green Party
1966,Man,Ontario,130000,Conservative Party
1996,Woman,Ontario,100000,Conservative Party
1962,Woman,Ontario,85000,Conservative Party
1966,Man,Quebec,90000,Liberal Party
1960,Woman,Saskatchewan,75000,Conservative Party
1984,Woman,Ontario,130000,ndp
1979,Man,Ontario,145000,Green Party
1985,Man,British Columbia,65000,ndp
2000,Man,Quebec,15000,Liberal Party
1965,Man,Ontario,150000,Green Party
1961,Man,Manitoba,65000,Conservative Party
1985,Man,Ontario,32000,ndp
1980,Woman,Ontario,50000,Green Party
1992,Woman,Manitoba,13999,ndp
1984,Man,Quebec,1,Liberal Party
1993,Man,Ontario,75000,Liberal Party
1948,Man,Alberta,200000,Conservative Party
1970,Man,Ontario,50000,Liberal Party
1963,Woman,Ontario,140000,Conservative Party
1979,Man,Quebec,115000,Liberal Party
1994,Man,Ontario,10000,Liberal Party
1983,Woman,British Columbia,60000,ndp
1948,Man,British Columbia,165000,Liberal Party
1971,Man,Ontario,63000,Green Party
1985,Woman,Alberta,60000,ndp
1991,Woman,Manitoba,15000,ndp
1974,Woman,Ontario,150000,Liberal Party
1948,Man,Ontario,95000,Conservative Party
1946,Man,Saskatchewan,95000,Liberal Party
1965,Man,Ontario,42000,ndp
1977,Woman,British Columbia,85000,Liberal Party
1992,Man,Alberta,75000,Conservative Party
1983,Woman,British Columbia,130000,Green Party
1972,Man,Quebec,150000,Liberal Party
1997,Woman,Quebec,100000,Conservative Party
1968,Woman,Manitoba,100000,Liberal Party
1982,Woman,Ontario,81000,Conservative Party
1974,Woman,Alberta,110000,Conservative Party
1965,Woman,British Columbia,140000,Conservative Party
1975,Man,British Columbia,130000,Liberal Party
1985,Man,Ontario,35000,Green Party
1975,Woman,Alberta,140000,Conservative Party
1981,Man,British Columbia,48000,ndp
1971,Man,Saskatchewan,157000,Liberal Party
1997,Woman,Ontario,42000,ndp
1973,Man,British Columbia,110000,ndp
1946,Man,Alberta,2000,Conservative Party
1974,Woman,Alberta,200000,Conservative Party
1957,Man,Quebec,50000,Bloc Québécois
1985,Woman,Quebec,40000,Liberal Party
1964,Woman,Manitoba,56000,Liberal Party
1958,Woman,Ontario,150000,Liberal Party
1949,Woman,Manitoba,195000,Liberal Party
1984,Man,Nova Scotia,46000,People's Party
1956,Man,Alberta,245000,Liberal Party
1920,Man,Alberta,45000,Conservative Party
1974,Woman,Manitoba,150000,Liberal Party
1971,Man,British Columbia,110000,ndp
1957,Man,Alberta,200000,Conservative Party
1966,Man,Ontario,74000,Conservative Party
1987,Man,Saskatchewan,35000,Conservative Party
1982,Woman,Quebec,100000,Bloc Québécois
1966,Woman,Ontario,90000,Liberal Party
1972,Man,Ontario,50000,Liberal Party
1953,Man,Nova Scotia,12000,Conservative Party
1951,Man,Quebec,75000,Bloc Québécois
1940,Man,Nova Scotia,25000,Conservative Party
1953,Man,Ontario,76000,Conservative Party
1994,Woman,Nova Scotia,140000,Green Party
1972,Man,Alberta,230000,Liberal Party
1992,Man,British Columbia,81000,Green Party
1960,Man,Quebec,92000,Bloc Québécois
1988,Woman,Quebec,70000,ndp
1969,Woman,Ontario,39000,ndp
1952,Man,Nova Scotia,95000,ndp
1979,Woman,Ontario,250000,Liberal Party
1964,Woman,Ontario,48000,ndp
1990,Man,Quebec,60000,ndp
1973,Man,Ontario,90000,Liberal Party
1979,Woman,Quebec,92000,Liberal Party
1956,Woman,Ontario,35000,Liberal Party
1991,Man,Newfoundland and Labrador,40000,ndp
1986,Woman,Saskatchewan,29000,ndp
1978,Woman,Quebec,115000,Bloc Québécois
1981,Man,Quebec,14000,Liberal Party
1986,Woman,Ontario,65000,ndp
1980,Man,British Columbia,300000,Conservative Party
1960,Woman,Alberta,15000,Liberal Party
1973,Man,Ontario,82000,Conservative Party
1959,Man,Nova Scotia,84000,Conservative Party
1987,Man,Nova Scotia,82000,Green Party
1977,Man,Quebec,90000,Bloc Québécois
1952,Woman,Nova Scotia,22000,Liberal Party
1958,Man,Yukon,120000,ndp
1978,Man,Ontario,120525,Green Party
1940,Woman,Ontario,40000,People's Party
1957,Man,Quebec,100000,Bloc Québécois
1981,Man,Ontario,70000,Liberal Party
1969,Woman,British Columbia,160000,Liberal Party
1967,Man,Quebec,64000,Conservative Party
1975,Man,Saskatchewan,115000,Conservative Party
1952,Woman,Nova Scotia,50000,Green Party
1988,Woman,Quebec,64000,Conservative Party
1957,Man,Quebec,46000,Conservative Party
1989,Woman,Manitoba,50000,Liberal Party
1984,Man,Alberta,50000,Conservative Party
1947,Man,Quebec,50000,Bloc Québécois
1962,Woman,Ontario,200000,Liberal Party
1993,Man,Nova Scotia,55000,ndp
1968,Woman,Quebec,75000,Bloc Québécois
1965,Man,Ontario,64600,Conservative Party
1995,Woman,Alberta,62000,ndp
1978,Woman,Quebec,600000,Conservative Party
1944,Man,British Columbia,38000,Liberal Party
1952,Woman,Alberta,80000,Conservative Party
1976,Man,Ontario,72000,Conservative Party
1970,Woman,British Columbia,123000,Liberal Party
1986,Woman,Newfoundland and Labrador,120000,Liberal Party
1991,Woman,Newfoundland and Labrador,67000,Green Party
1975,Woman,Ontario,14000,ndp
1951,Man,New Brunswick,50000,Liberal Party
1966,Woman,Quebec,40000,People's Party
1969,Man,Ontario,120000,Conservative Party
1962,Man,British Columbia,73000,Liberal Party
1934,Woman,Ontario,20000,Conservative Party
1985,Woman,Ontario,16000,ndp
1970,Woman,Ontario,80000,ndp
1984,Man,Quebec,41000,Liberal Party
1950,Man,British Columbia,30000,Liberal Party
1975,Woman,Quebec,100000,Liberal Party
1942,Man,Ontario,92000,Liberal Party
1962,Man,Saskatchewan,190000,Conservative Party
1982,Woman,Ontario,62000,ndp
1958,Woman,British Columbia,200000,ndp
1990,Woman,Quebec,65000,Liberal Party
1980,Man,Ontario,75000,Liberal Party
1948,Man,Quebec,16000,Liberal Party
1974,Woman,Ontario,100000,Green Party
1968,Woman,Ontario,52000,ndp
1952,Man,Ontario,75000,Liberal Party
1954,Man,Ontario,44000,Conservative Party
1961,Man,Quebec,60000,Liberal Party
1968,Woman,Quebec,130000,ndp
1955,Woman,Manitoba,58000,Liberal Party
1953,Man,Quebec,80000,Bloc Québécois
1980,Man,Quebec,32000,ndp
1962,Man,Ontario,40000,Conservative Party
1984,Man,Quebec,85000,Green Party
1954,Man,British Columbia,50000,People's Party
1965,Man,Quebec,98000,Liberal Party
1980,Man,British Columbia,50000,Conservative Party
1968,Woman,Quebec,140000,Liberal Party
1986,Woman,Ontario,75000,Conservative Party
1980,Woman,Quebec,69000,Liberal Party
1964,Woman,Ontario,150000,Liberal Party
1954,Woman,Manitoba,71000,Conservative Party
1963,Man,Saskatchewan,150000,Liberal Party
1947,Man,Ontario,30000,ndp
1963,Man,Alberta,170000,ndp
1959,Man,Quebec,65000,ndp
1981,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,99000,ndp
1952,Woman,Quebec,20000,Liberal Party
1956,Man,Ontario,140000,Liberal Party
1993,Woman,Ontario,70000,Liberal Party
1963,Woman,Quebec,60000,Conservative Party
1981,Man,Quebec,52000,Liberal Party
1969,Woman,Nova Scotia,59000,Liberal Party
1959,Man,Manitoba,90000,Liberal Party
1954,Man,Quebec,40000,Liberal Party
1947,Man,Ontario,100000,Conservative Party
1968,Man,Quebec,155000,Green Party
1985,Man,Quebec,100000,Liberal Party
1941,Man,Ontario,60000,Liberal Party
1992,Woman,Quebec,70000,Liberal Party
1948,Man,Ontario,85000,Liberal Party
1956,Man,Ontario,80000,Conservative Party
1948,Woman,Quebec,28,Conservative Party
1981,Man,Ontario,55,Liberal Party
1982,Man,Ontario,49000,Conservative Party
1951,Woman,Ontario,49000,Liberal Party
2000,Woman,Ontario,50000,Liberal Party
1988,Woman,Alberta,99000,Conservative Party
1961,Woman,Saskatchewan,60000,Conservative Party
1973,Man,Saskatchewan,150000,Conservative Party
1942,Man,Ontario,55000,Conservative Party
1984,Man,Ontario,130000,Green Party
1981,Woman,Alberta,75000,Liberal Party
1987,Man,Ontario,172000,Liberal Party
1956,Man,Ontario,170000,Conservative Party
1961,Woman,Alberta,76000,Conservative Party
1988,Woman,Quebec,110000,Liberal Party
1980,Woman,Ontario,65000,ndp
1979,Man,Quebec,145000,Liberal Party
1964,Man,Saskatchewan,125000,ndp
1991,Woman,Ontario,94000,ndp
1977,Man,Ontario,120000,Liberal Party
1940,Man,Quebec,200000,Liberal Party
1984,Woman,Quebec,110000,Liberal Party
1995,Woman,Quebec,99999,Conservative Party
1965,Man,Quebec,125000,Liberal Party
1920,Woman,Quebec,65000,Green Party
1947,Woman,Quebec,65000,Conservative Party
1986,Woman,Ontario,72000,Conservative Party
1955,Woman,British Columbia,125000,Conservative Party
1982,Woman,Ontario,92000,Green Party
1961,Man,Quebec,125000,ndp
1946,Man,Alberta,86000,Liberal Party
1990,Woman,Quebec,39000,Conservative Party
1979,Woman,Ontario,120000,Conservative Party
1966,Woman,British Columbia,50500,Liberal Party
1951,Man,Quebec,102000,Bloc Québécois
1975,Woman,Ontario,99000,ndp
1976,Man,Manitoba,68000,Green Party
1945,Man,Ontario,49000,Liberal Party
1987,Woman,Ontario,60000,Conservative Party
1989,Man,British Columbia,84000,ndp
1972,Woman,Ontario,48000,People's Party
1950,Woman,Ontario,20000,ndp
1970,Man,Ontario,48000,Liberal Party
1944,Man,Ontario,82000,Conservative Party
1965,Woman,Ontario,160000,Liberal Party
1959,Woman,Ontario,124000,Conservative Party
1959,Woman,Ontario,82500,Conservative Party
1993,Woman,Alberta,92000,Green Party
1951,Man,Ontario,69000,Liberal Party
1955,Man,Alberta,85000,Conservative Party
1995,Man,Alberta,72112,Liberal Party
1976,Woman,Quebec,50000,Green Party
1996,Man,Quebec,45000,Liberal Party
2000,Woman,Ontario,75000,ndp
1978,Woman,Alberta,130000,Green Party
1989,Woman,Ontario,35000,ndp
1948,Man,Alberta,95000,Conservative Party
1991,Woman,Quebec,22000,Bloc Québécois
1963,Man,Quebec,68500,Liberal Party
1985,Woman,Alberta,138000,Liberal Party
1952,Woman,Quebec,95000,Liberal Party
1958,Woman,Ontario,59000,Conservative Party
1984,Woman,Ontario,85000,Green Party
1999,Woman,Ontario,20000,ndp
1928,Man,Ontario,79999,Liberal Party
1982,Woman,Alberta,88000,ndp
1986,Woman,Manitoba,50000,Conservative Party
1985,Woman,Quebec,150000,Conservative Party
1954,Man,British Columbia,100000,Conservative Party
1980,Woman,Quebec,61000,Liberal Party
1984,Woman,Quebec,15000,ndp
1995,Woman,British Columbia,71000,Liberal Party
1994,Man,Quebec,70000,Green Party
1978,Woman,Ontario,200000,Conservative Party
1984,Man,Quebec,75000,Liberal Party
1951,Man,Saskatchewan,120000,Conservative Party
1996,Man,Manitoba,50000,Conservative Party
1959,Man,Quebec,120000,Bloc Québécois
1972,Woman,British Columbia,68000,Liberal Party
1992,Woman,Ontario,50000,Liberal Party
1996,Woman,Ontario,42000,Liberal Party
1960,Man,Ontario,78000,Liberal Party
1959,Woman,Quebec,50000,Liberal Party
1963,Woman,British Columbia,55000,Conservative Party
1957,Woman,Quebec,160000,Liberal Party
1951,Man,Ontario,53500,Conservative Party
1948,Woman,Quebec,107000,Liberal Party
1983,Woman,Ontario,180000,Liberal Party
1966,Woman,Saskatchewan,115000,Conservative Party
1953,Man,British Columbia,75000,Green Party
1990,Woman,Saskatchewan,34000,ndp
1943,Man,Ontario,75000,Liberal Party
1964,Man,Ontario,150000,Green Party
1953,Man,Ontario,110,ndp
1992,Man,British Columbia,178000,Conservative Party
1989,Man,Ontario,62000,ndp
1993,Man,Ontario,43000,Liberal Party
1953,Woman,Quebec,75000,Liberal Party
1958,Woman,British Columbia,72000,Liberal Party
1959,Man,Ontario,75000,ndp
1989,Man,Manitoba,87000,Green Party
1946,Man,Ontario,75000,Conservative Party
2000,Woman,Ontario,70000,Liberal Party
1985,Man,Ontario,90000,Conservative Party
1957,Woman,British Columbia,80000,Green Party
1948,Man,Quebec,50000,Conservative Party
1977,Man,Alberta,210000,Liberal Party
1990,Woman,Quebec,60000,Liberal Party
1970,Man,Ontario,58000,Conservative Party
1974,Woman,Ontario,80000,Conservative Party
1951,Man,British Columbia,31000,ndp
1949,Man,Ontario,30000,Green Party
2000,Man,Quebec,50000,ndp
1955,Man,Ontario,70000,Liberal Party
1957,Man,Alberta,100000,Conservative Party
1962,Woman,Ontario,80000,Liberal Party
1945,Woman,British Columbia,32000,Liberal Party
1977,Woman,Manitoba,135000,Liberal Party
1961,Woman,British Columbia,125000,Conservative Party
1941,Man,British Columbia,190000,Liberal Party
1986,Man,British Columbia,55000,Liberal Party
1986,Woman,Ontario,5,ndp
1990,Woman,Ontario,50000,Conservative Party
1949,Man,Ontario,160000,ndp
1980,Woman,British Columbia,36000,Conservative Party
1989,Woman,Ontario,240000,Liberal Party
1965,Woman,Quebec,191000,Liberal Party
1969,Man,British Columbia,140000,Conservative Party
1949,Woman,British Columbia,37000,Green Party
1961,Man,Manitoba,140000,Conservative Party
1981,Man,Ontario,88000,Green Party
1944,Man,British Columbia,165000,Conservative Party
1989,Man,Quebec,65000,Conservative Party
2001,Woman,Quebec,127000,ndp
1995,Woman,Ontario,35000,Green Party
1986,Woman,Alberta,70000,Liberal Party
1982,Woman,British Columbia,49000,Green Party
1993,Woman,Ontario,72000,Liberal Party
1953,Man,British Columbia,100000,Liberal Party
1963,Man,British Columbia,350000,Conservative Party
1986,Man,Ontario,150000,Conservative Party
1972,Man,Manitoba,124000,ndp
1991,Man,Alberta,88000,Conservative Party
1986,Man,Ontario,120000,Liberal Party
1954,Man,British Columbia,200000,Liberal Party
1983,Man,Saskatchewan,71000,Conservative Party
1996,Woman,Ontario,14999,ndp
1951,Man,Ontario,60000,Conservative Party
1974,Woman,Saskatchewan,250000,Conservative Party
1980,Woman,Ontario,80000,Conservative Party
1984,Man,Ontario,80000,Liberal Party
2000,Man,Alberta,20000,Conservative Party
1969,Man,Ontario,50000,Conservative Party
1949,Man,British Columbia,38000,Conservative Party
1937,Man,Ontario,90000,Green Party
1993,Man,Ontario,34000,ndp
1959,Woman,Alberta,133000,ndp
1920,Man,British Columbia,100000,Liberal Party
1972,Man,British Columbia,90000,Conservative Party
1982,Woman,Quebec,37000,Another party (please specify)
1981,Woman,Quebec,60000,Liberal Party
1973,Woman,Manitoba,175000,Conservative Party
1988,Woman,Quebec,150000,Conservative Party
1957,Woman,British Columbia,70000,Conservative Party
1946,Woman,Ontario,50000,Conservative Party
1947,Man,Alberta,45000,Conservative Party
1950,Man,Ontario,200000,Liberal Party
1972,Woman,Ontario,90000,Conservative Party
1977,Woman,Alberta,110000,Conservative Party
1948,Man,Quebec,29000,Bloc Québécois
1969,Woman,British Columbia,210000,Conservative Party
1984,Woman,Ontario,100000,Liberal Party
1950,Man,British Columbia,25000,Green Party
